"","datetime","fog_total_solids_pct","fog_VS_pct","fog_total_volatile_acids_mgl","fog_chemical_oxygen_demand_mgl","food_total_solids_pct","PS_total_solids_avg_pct","food_VS_pct","food_total_volatile_acids_mgl","food_chemical_oxygen_demand_mgl","PS_volatile_acids_mgl","PS_soluble_chemical_oxygen_demand_mgl","TWAS_total_solids_pct","TWAS_total_volatile_acids_mgl","TWAS_soluble_chemical_oxygen_demand_mgl","PD1_start_time_feed_hrs","PD1_total_hours_of_feed_hrs","PD2_stop_time_feed_hrs","PD1_alkalinity_mgl","PD1_sCOD_mgl","PD1_VS_pct","PD2_COD_mgl","PD2_TS_pct","fog_soluble_chemical_oxygen_demand_mgl","food_soluble_chemical_oxygen_demand_mgl","PS_VS_avg_pct","PS_chemical_oxygen_demand_mgl","PS_total_alkalinity_mgl","comments_digester_1_ac","comments_digester_2_ac","TWAS_VS_pct","TWAS_chemical_oxygen_demand_mgl","TWAS_total_alkalinity_mgl","PD1_stop_time_feed_hrs","PD2_start_time_feed_hrs","PD2_total_hours_of_feed_hrs","PD1_volatile_acids_mgl","PD1_ph_su","PD1_temperature_degf","PD1_gas_generation_cfday","PD1_gas_generation_cfhr","PD1_COD_mgl","PD1_TS_pct","PD2_alkalinity_mgl","PD2_sCOD_mgl","PD2_VS_pct","PD2_volatile_acids_mgl","PD2_ph_su","PD2_temperature_degf","PD2_gas_generation_cfday","PD2_gas_generation_cfhr","fog_feed_volume_gal","fog_loading_rate_lb1000ft3xd","food_feed_volume_gal","food_loading_rate_lb1000ft3xd","PS_feed_volume_gal","PS_loading_rate_lb1000ft3xd","TWAS_feed_volume_gal","TWAS_loading_rate_lb1000ft3xd","PD_target_organic_loading_rate_pct","PD_organic_loading_rate_pct","PD_organic_loading_rate_7dayavg_pct","PD1_volatile_solids_reduction_pct","PD1_va_alk_ratio_mgl","PD1_methane_pct","PD1_co2_pct","PD2_volatile_solids_reduction_pct","PD2_va_alk_ratio_mgl","PD2_methane_pct","PD2_co2_pct","daily_ccr_AD2_Influent","daily_ccr_AD2","daily_ccr_AD1"
"48",2019-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41,13.44,5.03,8.41,13.44,NA,NA,5.03,NA,NA,NA,NA,NA,NA,7.6,99.91,70.07,2.87,NA,NA,NA,NA,NA,NA,7.5,99.81,55.86,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1791666666667,243.454861111111,86.9493055555556
"49",2019-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,12.75,5.25,7.5,12.75,NA,NA,5.25,NA,NA,NA,NA,NA,NA,7.6,100.05,69.54,2.85,NA,NA,NA,NA,NA,NA,7.5,98.93,54.22,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4166666666667,207.784722222222,84.6881944444444
"50",2019-12-09,1.86,92.9,3000,54200,NA,21.9,93.9,10000,308500,NA,6.6,81.8,2000,50200,NA,820,8.5,80.2,500,42200,NA,660,10.25,14.3,4.05,10.25,14.3,NA,NA,4.05,6600,17800,NA,2.3,71.4,74,7.7,99.99,65.08,2.67,6440,24400,NA,2.3,70.9,86,7.5,99.95,51.05,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1152777777778,212.109027777778,81.8597222222222
"51",2019-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,13.3,5.05,8.25,13.3,"recirc pump speed increased to 30hz","recirc pump speed increased to 30hz",5.05,NA,NA,NA,NA,NA,NA,7.7,99.98,72.9,2.99,NA,NA,NA,NA,NA,NA,7.5,99.98,69.45,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0909722222222,405.765277777778,88.7201388888889
"52",2019-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,14.23,5.03,9.2,14.5,NA,NA,5.3,NA,NA,NA,NA,NA,NA,7.7,99.96,65.47,2.69,NA,NA,NA,NA,NA,NA,7.6,99.94,58.59,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4756944444444,284.625694444444,82.6513888888889
"53",2019-12-12,0.59,77.5,800,17000,933,22.9,90.8,10000,283600,88000,6.5,84.9,1000,53800,2760,680,7,82.8,600,86600,2280,700,8.2,13.3,5.1,8.2,13.3,NA,NA,5.1,5500,30000,1200,2.4,70.8,38,7.6,100.01,66.51,2.73,5280,28400,1120,2.4,70.1,43,7.5,91.32,63.27,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4097222222222,251.375694444444,83.6743055555555
"54",2019-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,13.15,5,8.15,13.15,NA,NA,5,NA,NA,NA,NA,NA,NA,7.6,99.92,69.01,2.83,NA,NA,NA,NA,NA,NA,7.5,99.3,60.89,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3763888888889,304.378472222222,84.8770833333333
"55",2019-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.03,13.02,4.99,8.03,13.02,NA,NA,4.99,NA,NA,NA,NA,NA,NA,7.6,99.94,72.79,2.98,NA,NA,NA,NA,NA,NA,7.5,99.91,59.24,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4284722222222,341.004166666667,81.1520833333333
"56",2019-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05,12.5,4.45,8.05,12.5,NA,NA,4.45,NA,NA,NA,NA,NA,NA,7.6,99.94,65.93,2.7,NA,NA,NA,NA,NA,NA,7.5,99.62,62.18,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8125,432.372916666667,79.1236111111111
"57",2019-12-16,1.88,92.7,1000,59400,NA,25,92.5,10000,218500,NA,5.6,86.5,2000,80200,NA,700,6.9,83.2,500,48000,NA,1520,10.33,14.3,3.97,10.33,14.3,NA,NA,3.97,6900,28000,NA,2.3,70.2,75,7.7,99.89,61.64,2.52,6560,27800,NA,2.8,60.8,80,7.5,99.82,67.27,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9638888888889,432.830555555556,79.1506944444444
"58",2019-12-17,1.09,85.1,1000,38300,NA,22.8,90.8,10000,315500,NA,6.8,82.9,2000,77400,NA,700,6.7,82.8,800,40600,NA,1800,8,13,5,8,13,NA,NA,5,6780,31000,NA,2.4,70.3,100,7.7,99.84,69.28,2.84,6100,29600,NA,2.4,70.5,93,7.6,99.61,72.48,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.0145833333333,337.261805555556,78.4409722222222
"59",2019-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,13.5,5,8.5,13.5,NA,NA,5,NA,NA,NA,NA,NA,NA,7.6,99.85,65.1,2.67,NA,NA,NA,NA,NA,NA,7.5,99.77,66.93,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2013888888889,337.430555555556,79.1076388888889
"60",2019-12-19,1.94,94.7,1000,65300,3600,24.7,86.8,8000,302500,62000,5.5,83.3,1000,41000,2700,760,8,84.6,1000,48400,7700,1620,8.5,13.2,4.7,8.5,13.2,NA,NA,4.7,7040,29600,NA,2.4,71,80,7.6,99.95,63.5,2.6,6360,28000,1400,2.4,70.6,63,7.5,99.81,64.81,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4604166666667,246.06875,79.1243055555556
"61",2019-12-20,0.99,81.4,1000,27400,NA,23.7,89.6,10000,342500,NA,6.1,82.7,1000,71000,NA,960,8,80,1000,46600,NA,2320,8,13,5,8,13,NA,NA,5,6890,26800,NA,2.4,71.8,110,7.7,99.92,58.08,2.38,7120,24600,NA,2.3,70.3,64,7.5,98.3,59.69,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8534722222222,204.782638888889,79.6979166666667
"62",2019-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,14,6,8,14,NA,NA,6,NA,NA,NA,NA,NA,NA,7.7,99.99,54.36,2.23,NA,NA,NA,NA,NA,NA,7.5,98.95,55.56,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.34375,218.11875,80.9597222222222
"63",2019-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,14,6,8,14,NA,NA,6,NA,NA,NA,NA,NA,NA,7.7,99.86,55.9,2.29,NA,NA,NA,NA,NA,NA,7.5,99.75,49.35,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8944444444444,216.648611111111,79.0194444444444
"64",2019-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,14,6,8,14,"First day of 40% FOG feed","First day of 40% FOG feed",6,NA,NA,NA,NA,NA,NA,7.7,99.9,57.84,2.37,NA,NA,NA,NA,NA,NA,7.6,99.79,64.36,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8513888888889,266.464583333333,82.6222222222222
"65",2019-12-24,2.71,97.1,3000,78500,NA,23.3,91.8,10000,388500,NA,6,84.8,1000,88200,NA,820,6.3,80,400,97300,NA,1540,8.5,14.5,6,8.5,14.5,NA,NA,6,6260,37400,NA,2.3,69.3,93,7.7,99.91,65.39,2.68,6440,34700,NA,2.3,70,59,7.5,99.92,35.69,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2868055555556,350.10625,82.4597222222222
"66",2019-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,13.5,6,7.5,13.5,NA,NA,6,NA,NA,NA,NA,NA,NA,7.7,99.67,78.17,3.2,NA,NA,NA,NA,NA,NA,7.5,99.76,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8701388888889,239.225694444444,88.9145833333333
"67",2019-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.28,13.48,5.2,8.28,13.48,NA,NA,5.2,NA,NA,NA,NA,NA,NA,7.7,99.92,72.89,2.99,NA,NA,NA,NA,NA,NA,7.5,99.85,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4423611111111,239.624305555556,82.8875
"68",2019-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,13.45,5.15,8.3,13.45,NA,NA,5.15,NA,NA,NA,NA,NA,NA,7.7,99.86,81.49,3.34,NA,NA,NA,NA,NA,NA,7.5,99.83,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2326388888889,163.747916666667,83.9125
"69",2019-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,14,6,8,14,NA,NA,6,NA,NA,NA,NA,NA,NA,7.7,99.92,82.24,3.37,NA,NA,NA,NA,NA,NA,7.5,99.81,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7298611111111,173.620138888889,79.3576388888889
"70",2019-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,13.3,6,7.3,13,NA,NA,5.7,NA,NA,NA,NA,NA,NA,7.7,99.87,73.83,3.03,NA,NA,NA,NA,NA,NA,7.5,99.88,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3923611111111,172.459722222222,75.8041666666667
"71",2019-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55,14.15,5.6,8.55,14.15,"gas meter was broken and was fixed by maintenance.","see D1 detailed notes",5.6,NA,NA,NA,NA,NA,NA,7.7,99.92,NA,NA,NA,NA,NA,NA,NA,NA,7.5,99.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1986111111111,218.48125,77.1673611111111
"72",2019-12-31,2.65,97.1,3000,58900,NA,20.6,92.3,10000,570000,NA,5,86.5,2000,24100,NA,740,7.2,84.9,2000,130900,NA,2580,8.5,13.3,4.8,8.5,13.3,NA,NA,4.8,6060,32500,NA,2.3,70.2,NA,7.7,99.97,73.72,3.02,5940,33800,NA,2.2,70.5,NA,7.5,99.91,56.69,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9739583333333,235.820833333333,77.609375
"73",2020-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,5.65,14.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.15,8.5,5.65,NA,7.72604166666666,99.9601041666666,69.6,2.85208333333333,NA,NA,NA,NA,NA,NA,7.471875,99.8644791666667,61.76,2.52958333333333,8.05,NA,0.77,NA,8.99,NA,5.39,NA,40,NA,32.9847823549371,NA,NA,NA,NA,NA,NA,NA,NA,39.0224215246637,192.431988041854,73.4050822122571
"74",2020-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,8.5,5,NA,7.70208333333333,99.8979166666667,78.24,3.20666666666667,NA,NA,NA,NA,NA,NA,7.48645833333332,99.6196875,66.04,2.70666666666667,8.05,NA,0.77,NA,8.99,NA,5.39,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2718378756115,223.823776223776,79.6013986013986
"75",2020-01-08,1.17,93.6,NA,NA,22.5,4.7,90.8,NA,NA,2000,NA,7.4,800,NA,7.5,5.5,13,5356,NA,70.8,24800,2.1,NA,NA,90.9,68100,1040,NA,NA,86.6,106400,2300,13,7.5,5.5,34,7.68854166666666,99.91125,79.22,3.25041666666667,23700,2.1,5294,NA,70.8,42,7.515625,99.8713541666667,66.78,2.74041666666667,8.05,237.064368925397,0.77,423.026705261638,8.99,1032.83304829763,5.39,928.853175036259,40,25.177236632997,25.177236632997,74.4737629027924,NA,NA,NA,74.4737629027924,NA,NA,NA,28.8576437587658,243.643057503506,79.7150877192982
"76",2020-01-09,1.24,94,NA,NA,25.3,5,89.2,NA,NA,2000,NA,7.2,2000,NA,8.5,5,13.5,5250,NA,70.9,25900,2.1,NA,NA,91.1,108600,700,NA,NA,86.2,112400,2380,13.5,8.5,5,38,7.67291666666666,98.5372916666667,70.31,2.8825,27400,2.1,5394,NA,71,46,7.53125000000001,97.9115625000001,57.82,2.37083333333333,8.05,252.321415387759,0.77,467.288177859155,8.99,1101.17607260625,5.39,899.574674730827,40,26.4527306368697,25.8149836349333,73.3040689001053,NA,NA,NA,73.1742311923095,NA,NA,NA,21.3568406205924,229.817348377997,80.5723359209598
"77",2020-01-10,2.41,95.6,NA,NA,22.7,5,91.7,NA,NA,1000,5600,7.5,1000,12160,8,5.9,13.9,NA,1192,71.2,24900,2.1,NA,NA,88.6,76700,NA,NA,NA,86.6,121500,NA,13.9,8,5.9,NA,7.69124999999999,99.87825,75.02,3.10380952380952,24700,2.1,NA,1040,70.9,NA,7.49625,99.8598749999999,59.74,2.51904761904762,8.05,498.746094883991,0.77,431.017209694358,8.99,1070.9571902625,5.39,941.405244969181,40,31.6017528414127,27.7439067037598,74.4252873563218,NA,NA,NA,74.7955918947743,NA,NA,NA,23.6,218.400699300699,90.3258741258741
"78",2020-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,5.85,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,8.15,5.85,NA,7.671875,99.9095833333333,81.11,3.32458333333333,NA,NA,NA,NA,NA,NA,7.49479166666667,99.9023958333334,64.55,2.64666666666667,8.05,NA,0.77,NA,8.99,NA,5.39,NA,40,NA,27.7439067037598,NA,NA,NA,NA,NA,NA,NA,NA,29.5202231520223,264.554780181438,90.8207810320781
"79",2020-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,5.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7.5,5.5,NA,7.71875,99.9944791666667,76.79,3.14916666666667,NA,NA,NA,NA,NA,NA,7.45833333333333,99.9152083333333,64.38,2.63958333333333,8.05,200.670857982543,0.77,NA,8.99,NA,5.39,NA,40,NA,27.7439067037598,NA,NA,NA,NA,NA,NA,NA,NA,29.7876044568245,247.225626740947,88.8050139275766
"80",2020-01-13,1.58,92.7,NA,NA,26.9,5.2,88.8,NA,NA,1570,NA,6.6,1580,NA,8.9,4.8,13.7,5250,NA,72,28400,2.1,NA,NA,88.7,82300,940,NA,NA,86,86000,3120,13.7,8.9,4.8,36,7.60833333333334,99.514375,69.36,2.84208333333333,25500,2.1,5188,NA,72.4,39,7.509375,99.6586458333334,60.42,2.47666666666667,8.05,317.059955612418,0.77,494.612017323828,8.99,1115.0525833785,5.39,822.696869968448,40,29.5215555235381,28.1883189087043,68.3805245849041,NA,NA,40.4,67.7440617142299,NA,NA,39.8,33.7934403349616,294.193998604327,86.6871508379888
"81",2020-01-14,0.63,91.5,973,NA,23.9,4.8,90.3,NA,NA,1310,NA,6.5,897,NA,11,4.45,15.45,5434,NA,70.7,22400,2,NA,NA,88.7,66300,720,NA,NA,86.6,98300,2240,15.45,11,4.45,38,4.53125,60.0007291666667,NA,NA,22800,2,5330,NA,71.1,34,4.52708333333333,59.7651041666667,NA,NA,8.05,124.786101493028,0.77,446.873981641953,8.99,1029.279307734,5.39,815.884545639957,40,23.6533606978725,27.281327266538,71.0119344014114,NA,NA,NA,70.4444394919086,NA,NA,NA,40.5320781032078,233.704323570432,84.5569531795947
"82",2020-01-15,0.3,81.3,998,NA,25.2,5.3,83.6,NA,NA,1250,NA,6.9,1550,NA,8,5.3,13.3,5228,NA,70.8,27700,2,NA,NA,86.5,89400,940,NA,NA,84.1,107800,2840,13.3,8,5.3,57,7.34895833333334,98.9847916666667,76.56,3.13833333333333,27700,2,5240,NA,71.7,57,7.371875,98.1144791666667,62.34,2.55416666666667,8.05,52.7978665177371,0.77,436.220665936759,8.99,1108.30772883938,5.39,841.090145655375,40,20.0547589435849,26.2568317286556,53.3858685666456,NA,NA,NA,51.2920434139226,NA,NA,NA,35.0041753653445,285.381615598886,95.794425087108
"83",2020-01-16,3.73,94.7,NA,NA,23.6,4.4,84.8,NA,NA,1380,3075,6.4,900,11100,8.1,5.2,13.3,5204,990,71.5,28300,2.1,NA,NA,88.1,71200,740,NA,NA,86.8,91900,2080,13.3,8.1,5.2,48,7.36458333333334,99.8439583333333,76.94,3.15708333333333,17800,2,5180,990,71.3,51,7.27916666666667,99.8361458333334,63.79,2.615,8.05,764.65121721717,0.77,414.388098240828,8.99,937.1238041385,5.39,805.187747013517,40,40.3593874646826,29.0381630942181,67.7200902934538,NA,NA,NA,68.0347016304733,NA,NA,NA,25.7227722772277,140.722772277228,92.2079207920792
"84",2020-01-17,1.21,89.6,NA,NA,25.3,4.2,87.4,NA,NA,1590,NA,6.4,1360,NA,8.15,5.85,14,5270,NA,71.3,17800,2,NA,NA,87.6,69300,1082,NA,NA,86.9,94900,2660,14,8.15,5.85,35,7.34895833333333,99.9697916666667,75.56,3.09416666666667,24700,2,5384,NA,71.6,42,7.29791666666667,99.8358333333333,65.37,2.68041666666667,8.05,234.691820270069,0.77,457.858595794733,8.99,889.450495353,5.39,806.115382666759,40,28.9998614297081,28.5177848118772,65.7213237444303,NA,NA,NA,65.2134714403061,NA,NA,NA,36.127688172043,375.948924731183,190.17876344086
"85",2020-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,5.85,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,8.15,5.85,NA,7.22395833333333,99.9560416666667,83,3.40125,NA,NA,NA,NA,NA,NA,7.26458333333334,99.9096874999999,75.16,3.0825,8.05,193.960182041379,0.77,NA,8.99,NA,5.39,NA,40,NA,28.5177848118772,NA,NA,NA,NA,NA,NA,NA,NA,29.2473940236275,303.214732453092,287.421820708826
"86",2020-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,5.15,12.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.45,7.3,5.15,NA,7.2375,99.9013541666667,82.24,3.37208333333333,NA,NA,NA,NA,NA,NA,7.35416666666667,99.8261458333333,64.81,2.65791666666667,8.05,175.992888392457,0.77,NA,8.99,NA,5.39,NA,40,NA,28.5177848118772,NA,NA,59,39,NA,NA,59.2,38.8,32.562282533055,172.814196242171,321.581767571329
"87",2020-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,8,6,NA,7.24270833333334,99.935625,84.44,3.46041666666667,NA,NA,NA,NA,NA,NA,7.37291666666666,99.8823958333333,60.2,2.46958333333333,8.05,NA,0.77,NA,8.99,74.9766,5.39,NA,40,NA,28.266842133962,NA,NA,NA,NA,NA,NA,NA,NA,37.461215932914,120.633123689727,367.298184357542
"88",2020-01-21,1.96,91.4,NA,NA,26.1,5.6,87.1,NA,NA,780,NA,5.9,1430,NA,8,6.15,14.3,5252,NA,71.5,36700,2,NA,NA,87.1,75400,1000,NA,NA,84.9,99800,3120,14.15,8,6.3,40,7.26770833333334,99.9611458333333,89.37,3.66416666666667,27100,2,5234,NA,71.3,41,7.26874999999999,99.9402083333334,67.66,2.7725,8.05,387.799138968983,0.77,470.715046176375,8.99,1179.164964159,5.39,726.03433603928,40,31.0637911526712,30.1194497476617,64.5694121180269,NA,NA,NA,64.9147310710931,NA,NA,NA,40.1771347918137,234.72778561354,355.823570924488
"89",2020-01-22,10.1,98.9,NA,NA,24,5.4,87.3,NA,NA,1470,NA,5.8,1980,NA,8.45,6,14.45,5278,NA,71.4,24800,2.1,NA,NA,88.4,83400,1060,NA,NA,84.9,85800,2780,14.45,8.45,6,44,7.27500000000001,100.011354166667,84.59,3.46583333333333,24100,2.1,5408,NA,72.2,61,7.21770833333333,99.9494791666667,65.26,2.67458333333333,8.05,2162.33131963519,0.77,433.835317114138,8.99,1154.022854049,5.39,713.72866932675,40,58.1589210111456,39.6454902645519,71.8752735442582,NA,NA,NA,70.7417376251989,NA,NA,NA,39.4381153305204,324.832630098453,336.241573033708
"90",2020-01-23,0.76,87.6,957,NA,26.2,6.1,90.7,NA,NA,1410,3700,6.5,2230,12000,8,5,13,5260,1210,71.5,26200,2,NA,NA,87.8,79300,1140,NA,NA,84.6,94500,2340,13,8,5,52,7.27916666666667,100.009895833333,85.22,3.49708333333333,25500,2,5218,1730,72,50,7.25312500000001,99.9992708333333,60.77,2.49083333333333,8.05,144.119342406103,0.77,492.048595585629,8.99,1294.77032045325,5.39,797.041946433491,40,23.3201082930905,35.3856704716538,64.7326900084543,NA,NA,NA,63.8518880606135,NA,NA,NA,41.0197268588771,313.852807283763,328.015163002274
"91",2020-01-24,0.7,85.9,NA,NA,24.5,4.5,90.3,NA,NA,1340,NA,6,1620,NA,7.15,4.85,12,5240,NA,71.2,28900,2,NA,NA,85.9,63300,1060,NA,NA,82.9,91400,2680,12,7.15,4.85,35,7.26041666666667,100.050208333333,75.95,3.11416666666667,25500,2,5296,NA,71.9,45,7.33541666666666,99.999375,38.89,1.59541666666667,8.05,130.165465916832,0.77,458.09257532334,8.99,934.488717598125,5.39,720.946834253535,40,26.2182876954044,34.6902770380779,60.5877616747182,NA,NA,NA,59.2088297488267,NA,NA,NA,73.1382978723404,282.123273113709,413.462274176408
"92",2020-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8,4,NA,7.2375,100.060833333333,79.95,3.27666666666667,NA,NA,NA,NA,NA,NA,7.290625,100.064375,57.66,2.3625,8.05,NA,0.77,NA,8.99,NA,5.39,NA,40,NA,34.6902770380779,NA,NA,NA,NA,NA,NA,NA,NA,55.0322807017544,227.426966292135,363.001403508772
"93",2020-01-27,0.67,85.7,NA,NA,27,4.9,82.6,NA,NA,28700,NA,7.2,2310,NA,9.45,5.05,14.5,5168,NA,71.5,25400,2,NA,NA,NA,66800,800,NA,NA,84.1,105500,2940,14.5,9.45,5.05,53,7.278125,100.057708333333,70.2,2.8775,26700,2,5214,NA,71.2,44,7.24270833333333,100.0171875,52.99,2.17208333333333,8.05,124.296871569575,0.77,461.788623629224,8.99,1036.50766439062,5.39,877.659282423,40,23.4410528053346,32.4404321915293,55.6407199227843,NA,NA,NA,56.2869798306692,NA,NA,NA,62.181446111869,319.942701227831,439.673942701228
"94",2020-01-28,2.03,94.1,NA,NA,22.4,5.1,87.3,NA,NA,2000,NA,7.1,2910,NA,7.45,5.85,13.3,5160,NA,71.2,25100,2,NA,NA,89.2,73400,820,NA,NA,85.4,108100,1080,13.3,7.45,5.85,35,7.26145833333334,100.05625,70.97,60.43875,24600,1.9,5062,NA,71.7,38,7.26250000000001,99.9940625,63.82,79.3429166666667,8.05,413.514016228688,0.77,404.912962639862,8.99,1099.7739164655,5.39,878.847815603715,40,29.260376326952,32.0797492263854,69.4444444444445,NA,NA,NA,68.6862270218764,NA,NA,NA,52.3821391484943,356.877466251298,459.059190031153
